dataId,itemClass,dataLevel,dataListingOffersUrl,dataPaintPrice,isCraftable,dataPaintName,orderType,availableQty,dataPrice,listingPrice,dataOrigin,title,dataQName,isTradable,quality,itemType
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=315248299&token=M6aqiU-Y,,1,,0,0,2.33,2.33 ref,,A Head Full of Hot Air,Unique,1,6,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=289713360&token=n33nDJ1G,,1,,0,0,2.33,2.11 ref,,A Head Full of Hot Air,Unique,1,6,Cosmetic
4810509409,Pyro,5,https://steamcommunity.com/tradeoffer/new/?partner=256279625&token=QQ5rbY2s,,1,,1,1,4,4 ref,Found in Crate,A Head Full of Hot Air,Strange,1,11,Cosmetic
4610199727,Pyro,62,https://steamcommunity.com/tradeoffer/new/?partner=64601473&token=3vxGPfC8,7–7.33 ref,1,,1,1,7.5825,6.33 ref,Found in Crate,A Head Full of Hot Air,Strange,1,11,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=106163583&token=nbIYTd29,,1,,0,0,4,4.11 ref,,A Head Full of Hot Air,Strange,1,11,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=32417735&token=HjZPnzD9,,1,,0,0,4,4.11 ref,,A Head Full of Hot Air,Strange,1,11,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=316295924&token=FKqW3CWX,,1,,0,0,4,3.88 ref,,A Head Full of Hot Air,Strange,1,11,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=315248299&token=M6aqiU-Y,,1,,0,0,4,3.66 ref,,A Head Full of Hot Air,Strange,1,11,Cosmetic
,Pyro,,https://steamcommunity.com/tradeoffer/new/?partner=142805277&token=XRvC8cs_,,1,,0,0,4,3.66 ref,,A Head Full of Hot Air,Strange,1,11,Cosmetic
2192438750,,5,https://steamcommunity.com/tradeoffer/new/?partner=33727034&token=nA3588Or,,1,,1,1,19,17.66 ref,Found in Crate,A Mann's Mint,Unique,1,6,Tool
4806479191,,5,https://steamcommunity.com/tradeoffer/new/?partner=263575164&token=3rF2ctBG,,1,,1,1,19,18 ref,Found in Crate,A Mann's Mint,Unique,1,6,Tool
4688233785,,5,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,1,1,19,18 ref,Found in Crate,A Mann's Mint,Unique,1,6,Tool
4735865064,,5,https://steamcommunity.com/tradeoffer/new/?partner=142805277&token=XRvC8cs_,,1,,1,1,19,18 ref,Found in Crate,A Mann's Mint,Unique,1,6,Tool
4738711366,,5,https://steamcommunity.com/tradeoffer/new/?partner=240379317&token=zLxrfyqX,,1,,1,1,19,18 ref,Found in Crate,A Mann's Mint,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=179104619&token=WBL5ax-3,,1,,0,0,19,17.11 ref,,A Mann's Mint,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=211103754&token=hN2qbIku,,1,,0,0,19,17.11 ref,,A Mann's Mint,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=263575164&token=3rF2ctBG,,1,,0,0,19,17 ref,,A Mann's Mint,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=63851231&token=-YV5toHs,,1,,0,0,19,16.11 ref,,A Mann's Mint,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=277278700&token=-eKECNf1,,1,,0,0,19,16 ref,,A Mann's Mint,Unique,1,6,Tool
4833694045,Spy,33,https://steamcommunity.com/tradeoffer/new/?partner=173686818&token=IhQWwO1C,,1,,1,1,13,12.88 ref,Found in Crate,A Hat to Kill For,Strange,1,11,Cosmetic
4754507915,Spy,14,,5.66 ref,1,,1,1,15.83,13 ref,Found in Crate,A Hat to Kill For,Strange,1,11,Cosmetic
4820434215,Spy,8,https://steamcommunity.com/tradeoffer/new/?partner=11619372&token=QiX_W6VA,,1,,1,1,13,13.66 ref,Found in Crate,A Hat to Kill For,Strange,1,11,Cosmetic
4760137374,Spy,36,https://steamcommunity.com/tradeoffer/new/?partner=68808796&token=U3eavLRc,1 key,1,,1,1,22.5,1 key,Found in Crate,A Hat to Kill For,Strange,1,11,Cosmetic
4799269400,Spy,28,https://steamcommunity.com/tradeoffer/new/?partner=55610524&token=efxVzipm,,1,,1,1,13,1 key,Found in Crate,A Hat to Kill For,Strange,1,11,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=289713360&token=n33nDJ1G,,1,,0,0,13,12 ref,,A Hat to Kill For,Strange,1,11,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=315248299&token=M6aqiU-Y,,1,,0,0,13,12 ref,,A Hat to Kill For,Strange,1,11,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=38443663&token=9IIzIBDf,,1,,0,0,13,12 ref,,A Hat to Kill For,Strange,1,11,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=51056124&token=IkNLBgEP,,1,,0,0,13,11 ref,,A Hat to Kill For,Strange,1,11,Cosmetic
4832431967,Spy,2,https://steamcommunity.com/tradeoffer/new/?partner=123055609&token=IM7r76cD,,1,,1,1,5.33,5.33 ref,Found in Crate,A Hat to Kill For,Unique,1,6,Cosmetic
4836943679,Spy,51,https://steamcommunity.com/tradeoffer/new/?partner=104844802&token=KqSFfMjs,,1,,1,1,5.33,5.33 ref,Found in Crate,A Hat to Kill For,Unique,1,6,Cosmetic
4785585817,Spy,80,https://steamcommunity.com/tradeoffer/new/?partner=158241934&token=ZPUJwGFw,,1,,1,1,5.33,5.33 ref,Found in Crate,A Hat to Kill For,Unique,1,6,Cosmetic
4810024421,Spy,50,https://steamcommunity.com/tradeoffer/new/?partner=84521484&token=i8nCJo5q,,1,,1,1,5.33,5.33 ref,Found in Crate,A Hat to Kill For,Unique,1,6,Cosmetic
4833059330,Spy,7,https://steamcommunity.com/tradeoffer/new/?partner=166916083&token=GWs-9HC5,,1,,1,1,5.33,5.33 ref,Found in Crate,A Hat to Kill For,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=106163583&token=nbIYTd29,,1,,0,0,5.33,5.44 ref,,A Hat to Kill For,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=179104619&token=WBL5ax-3,,1,,0,0,5.33,5 ref,,A Hat to Kill For,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=51056124&token=IkNLBgEP,,1,,0,0,5.33,5 ref,,A Hat to Kill For,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=289713360&token=n33nDJ1G,,1,,0,0,5.33,5 ref,,A Hat to Kill For,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=263575164&token=3rF2ctBG,,1,,0,0,5.33,5 ref,,A Hat to Kill For,Unique,1,6,Cosmetic
3098878397,,1,https://steamcommunity.com/tradeoffer/new/?partner=82837928&token=SauM0ehQ,,1,,1,1,19,17.77 ref,Timed Drop,Incinerated Barn Door Plank,Unique,1,6,Tool
4692829316,,1,https://steamcommunity.com/tradeoffer/new/?partner=12117791&token=j3QP0Gcb,,1,,1,1,19,1 key,Timed Drop,Incinerated Barn Door Plank,Unique,1,6,Tool
4381297296,,1,https://steamcommunity.com/tradeoffer/new/?partner=60616806&token=p6sWBiR5,,1,,1,1,19,3 keys,Timed Drop,Incinerated Barn Door Plank,Unique,1,6,Tool
4826272648,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=3820290&token=EmVuca40,,1,,1,1,2,10 ref,Steam Purchase,Ninja Cowl,Unique,1,6,Cosmetic
4836703398,Spy,64,https://steamcommunity.com/tradeoffer/new/?partner=180416289&token=cVJb5e1M,,1,,1,1,2,10 ref,Purchased,Ninja Cowl,Unique,1,6,Cosmetic
4835514075,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=197084803&token=hkaf8J9S,1.4–1.7 keys,1,,1,1,16.725,12 ref,Steam Purchase,Ninja Cowl,Unique,1,6,Cosmetic
4691853724,Spy,96,https://steamcommunity.com/tradeoffer/new/?partner=126299438&token=Fi_VEGYR,1.4–1.7 keys,1,,1,1,16.725,16.55 ref,Purchased,Ninja Cowl,Unique,1,6,Cosmetic
4262835160,Spy,26,https://steamcommunity.com/tradeoffer/new/?partner=149856198&token=faJjL7eP,2.1 keys,1,,1,1,21.95,1 key,Purchased,Ninja Cowl,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=166413614&token=luhyYV82,,1,,0,0,2,2 ref,,Ninja Cowl,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=335547968&token=_K2ypWr2,,1,,0,0,2,1.66 ref,,Ninja Cowl,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=294994601&token=wQU7CFHE,,1,,0,0,2,1.66 ref,,Ninja Cowl,Unique,1,6,Cosmetic
2468029203,Soldier,74,https://steamcommunity.com/tradeoffer/new/?partner=36510484&token=IRtXEa-r,,1,,1,1,1.77,1.88 ref,Found in Crate,Zipperface,Haunted,1,13,Cosmetic
4689819168,Soldier,33,https://steamcommunity.com/tradeoffer/new/?partner=82738241&token=IrXdlBFS,,1,,1,1,1.77,3 ref,Found in Crate,Zipperface,Haunted,1,13,Cosmetic
4391593124,Soldier,21,https://steamcommunity.com/tradeoffer/new/?partner=96113367&token=vEJkLajF,,1,,1,1,1.77,5 ref,Found in Crate,Zipperface,Haunted,1,13,Cosmetic
1311242755,Soldier,86,https://steamcommunity.com/tradeoffer/new/?partner=49283998&token=Skfo6NWL,,1,,1,1,1.77,12 ref,Found in Crate,Zipperface,Haunted,1,13,Cosmetic
1311242723,Soldier,66,https://steamcommunity.com/tradeoffer/new/?partner=49283998&token=Skfo6NWL,,1,,1,1,1.77,12 ref,Found in Crate,Zipperface,Haunted,1,13,Cosmetic
,Soldier,,https://steamcommunity.com/tradeoffer/new/?partner=125990037&token=ToERiGJj,,1,,0,0,1.77,1.77 ref,,Zipperface,Haunted,1,13,Cosmetic
,Soldier,,https://steamcommunity.com/tradeoffer/new/?partner=167286231&token=EHgwR0vG,,1,,0,0,1.77,1.77 ref,,Zipperface,Haunted,1,13,Cosmetic
,Soldier,,https://steamcommunity.com/tradeoffer/new/?partner=59835549&token=Re4O9goV,,1,,0,0,1.77,1.66 ref,,Zipperface,Haunted,1,13,Cosmetic
3656676842,Soldier,100,https://steamcommunity.com/tradeoffer/new/?partner=51917209&token=38MvhbV3,,1,,1,1,1.66,6 keys,Purchased,Zipperface,Unique,1,6,Cosmetic
4826295965,,5,https://steamcommunity.com/tradeoffer/new/?partner=312792867&token=igflG3Q7,,1,,1,1,4.11,4 ref,Timed Drop,Zepheniah's Greed,Unique,1,6,Tool
4638433736,,5,https://steamcommunity.com/tradeoffer/new/?partner=142805277&token=XRvC8cs_,,1,,1,1,4.11,4.66 ref,Found in Crate,Zepheniah's Greed,Unique,1,6,Tool
4753854657,,5,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,1,1,4.11,4.66 ref,Found in Crate,Zepheniah's Greed,Unique,1,6,Tool
4753843589,,5,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,1,1,4.11,4.66 ref,Gifted,Zepheniah's Greed,Unique,1,6,Tool
4826673215,,5,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,1,1,4.11,4.66 ref,Found in Crate,Zepheniah's Greed,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=179104619&token=WBL5ax-3,,1,,0,0,4.11,3.77 ref,,Zepheniah's Greed,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=334857265&token=6BE9ZSQI,,1,,0,0,4.11,3.77 ref,,Zepheniah's Greed,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,0,0,4.11,3.77 ref,,Zepheniah's Greed,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=211103754&token=hN2qbIku,,1,,0,0,4.11,3.77 ref,,Zepheniah's Greed,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=31658745&token=dLjHk0Z4,,1,,0,0,4.11,3.77 ref,,Zepheniah's Greed,Unique,1,6,Tool
4836223905,Medic,8,https://steamcommunity.com/tradeoffer/new/?partner=68808796&token=U3eavLRc,,1,,1,1,1.44,1.33 ref,Timed Drop,Ze Übermensch,Unique,1,6,Cosmetic
4700607294,Medic,71,https://steamcommunity.com/tradeoffer/new/?partner=177489648&token=mXicud7u,,1,,1,1,1.44,1.33 ref,Crafted,Ze Übermensch,Unique,1,6,Cosmetic
4832196807,Medic,65,https://steamcommunity.com/tradeoffer/new/?partner=249142277&token=zTBgRhG0,,1,,1,1,1.44,1.33 ref,Timed Drop,Ze Übermensch,Unique,1,6,Cosmetic
4738506307,Medic,34,https://steamcommunity.com/tradeoffer/new/?partner=182150366&token=aiG64ybP,,1,,1,1,1.44,1.33 ref,Timed Drop,Ze Übermensch,Unique,1,6,Cosmetic
4717212814,Medic,92,https://steamcommunity.com/tradeoffer/new/?partner=86669031&token=eegFiCX2,,1,,1,1,1.44,1.55 ref,Crafted,Ze Übermensch,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=249142277&token=zTBgRhG0,,1,,0,0,1.44,1.22 ref,,Ze Übermensch,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=165434298&token=TpBRvGww,,1,,0,0,1.44,1.11 ref,,Ze Übermensch,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=308165003&token=S7ZET_5c,,1,,0,0,8,7.33 ref,,Ze Goggles,Vintage,1,3,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=103377064&token=65ZiHbYo,,1,,0,0,8,7.11 ref,,Ze Goggles,Vintage,1,3,Cosmetic
4788707259,Medic,50,https://steamcommunity.com/tradeoffer/new/?partner=150821035&token=N2aPOspo,,1,,1,1,1.33,1.27 ref,Crafted,Ze Goggles,Unique,1,6,Cosmetic
4817734629,Medic,81,https://steamcommunity.com/tradeoffer/new/?partner=223829785&token=gPmU8_6W,,1,,1,1,1.33,1.33 ref,Timed Drop,Ze Goggles,Unique,1,6,Cosmetic
4817734679,Medic,49,https://steamcommunity.com/tradeoffer/new/?partner=223829785&token=gPmU8_6W,,1,,1,1,1.33,1.33 ref,Purchased,Ze Goggles,Unique,1,6,Cosmetic
4817734788,Medic,39,https://steamcommunity.com/tradeoffer/new/?partner=223829785&token=gPmU8_6W,,1,,1,1,1.33,1.33 ref,Crafted,Ze Goggles,Unique,1,6,Cosmetic
4817734811,Medic,7,https://steamcommunity.com/tradeoffer/new/?partner=223829785&token=gPmU8_6W,,1,,1,1,1.33,1.33 ref,Timed Drop,Ze Goggles,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=106385103&token=n_rYr3CR,,1,,0,0,1.33,1.22 ref,,Ze Goggles,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=104872870&token=KYiDak9T,,1,,0,0,1.33,1.11 ref,,Ze Goggles,Unique,1,6,Cosmetic
,Medic,,https://steamcommunity.com/tradeoffer/new/?partner=318166055&token=geMQ8ZwB,,1,,0,0,1.33,1 ref,,Ze Goggles,Unique,1,6,Cosmetic
4833204077,Heavy,71,https://steamcommunity.com/tradeoffer/new/?partner=190232189&token=HYMZNaeh,,1,,1,1,2,1.55 ref,Purchased,Yuri's Revenge,Unique,1,6,Cosmetic
4835032273,Heavy,32,https://steamcommunity.com/tradeoffer/new/?partner=190232189&token=HYMZNaeh,,1,,1,1,2,1.55 ref,Timed Drop,Yuri's Revenge,Unique,1,6,Cosmetic
4222511044,Heavy,20,https://steamcommunity.com/tradeoffer/new/?partner=175694652&token=7W6CFLS7,,1,,1,1,2,1.55 ref,Crafted,Yuri's Revenge,Unique,1,6,Cosmetic
4836721472,Heavy,48,https://steamcommunity.com/tradeoffer/new/?partner=75300525&token=XNpO0cgk,,1,,1,1,2,1.66 ref,Timed Drop,Yuri's Revenge,Unique,1,6,Cosmetic
4835524340,Heavy,76,https://steamcommunity.com/tradeoffer/new/?partner=335547968&token=_K2ypWr2,,1,,1,1,2,1.77 ref,Timed Drop,Yuri's Revenge,Unique,1,6,Cosmetic
,Heavy,,https://steamcommunity.com/tradeoffer/new/?partner=294994601&token=wQU7CFHE,,1,,0,0,2,1.44 ref,,Yuri's Revenge,Unique,1,6,Cosmetic
,Heavy,,https://steamcommunity.com/tradeoffer/new/?partner=51056124&token=IkNLBgEP,,1,,0,0,2,1.33 ref,,Yuri's Revenge,Unique,1,6,Cosmetic
,Heavy,,https://steamcommunity.com/tradeoffer/new/?partner=335547968&token=_K2ypWr2,,1,,0,0,2,1.33 ref,,Yuri's Revenge,Unique,1,6,Cosmetic
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=57635459&token=oq4o1-q9,,1,,0,0,76,4 keys,,Your Eternal Reward,Collector's,1,14,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=84418542&token=_kHpL-CM,,1,,0,0,76,"3 keys, 9 ref",,Your Eternal Reward,Collector's,1,14,Melee
3273117270,Sniper,10,https://steamcommunity.com/tradeoffer/new/?partner=177337054&token=FKk3tAei,,1,,1,1,2.33,2 ref,Crafted,Your Worst Nightmare,Unique,1,6,Cosmetic
3364880474,Sniper,10,,,1,,1,1,2.33,2 ref,Crafted,Your Worst Nightmare,Unique,1,6,Cosmetic
4834534486,Sniper,10,https://steamcommunity.com/tradeoffer/new/?partner=98935450&token=44lqYWSW,,1,,1,1,2.33,2.11 ref,Crafted,Your Worst Nightmare,Unique,1,6,Cosmetic
4829973635,Sniper,10,https://steamcommunity.com/tradeoffer/new/?partner=17944367&token=w6p6pAVi,,1,,1,1,2.33,2.33 ref,Crafted,Your Worst Nightmare,Unique,1,6,Cosmetic
4798411218,Sniper,10,https://steamcommunity.com/tradeoffer/new/?partner=201839108&token=VXUqeGg3,,1,,1,1,2.33,2.33 ref,Crafted,Your Worst Nightmare,Unique,1,6,Cosmetic
,Sniper,,https://steamcommunity.com/tradeoffer/new/?partner=294994601&token=wQU7CFHE,,1,,0,0,2.33,1.77 ref,,Your Worst Nightmare,Unique,1,6,Cosmetic
,Sniper,,https://steamcommunity.com/tradeoffer/new/?partner=337192804&token=Drf5Kjg_,,1,,0,0,2.33,1.66 ref,,Your Worst Nightmare,Unique,1,6,Cosmetic
,Sniper,,https://steamcommunity.com/tradeoffer/new/?partner=36880715&token=W2DmD6BX,,1,,0,0,2.33,1.66 ref,,Your Worst Nightmare,Unique,1,6,Cosmetic
,Sniper,,https://steamcommunity.com/tradeoffer/new/?partner=328695059&token=wPcpOJek,,1,,0,0,2.33,1.66 ref,,Your Worst Nightmare,Unique,1,6,Cosmetic
,Sniper,,https://steamcommunity.com/tradeoffer/new/?partner=230959870&token=I8hxg0rR,,1,,0,0,2.33,1.66 ref,,Your Worst Nightmare,Unique,1,6,Cosmetic
4832892208,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=68808796&token=U3eavLRc,,1,,1,1,13.83,13.66 ref,Found in Crate,Your Eternal Reward,Strange,1,11,Melee
4835929624,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=68808796&token=U3eavLRc,,1,,1,1,13.83,13.66 ref,Found in Crate,Your Eternal Reward,Strange,1,11,Melee
4832489989,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=189342385&token=CCVE9AWb,,1,,1,1,13.83,13.66 ref,Found in Crate,Your Eternal Reward,Strange,1,11,Melee
4817955043,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=38443663&token=9IIzIBDf,,1,,1,1,13.83,14 ref,Found in Crate,Your Eternal Reward,Strange,1,11,Melee
4821737768,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=38443663&token=9IIzIBDf,,1,,1,1,13.83,14 ref,Found in Crate,Your Eternal Reward,Strange,1,11,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=179104619&token=WBL5ax-3,,1,,0,0,13.83,13 ref,,Your Eternal Reward,Strange,1,11,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=235308173&token=PoZ2H9sq,,1,,0,0,13.83,13 ref,,Your Eternal Reward,Strange,1,11,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=199589693&token=4G80_1Of,,1,,0,0,13.83,13 ref,,Your Eternal Reward,Strange,1,11,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=328695059&token=wPcpOJek,,1,,0,0,13.83,12.77 ref,,Your Eternal Reward,Strange,1,11,Melee
,Spy,,https://steamcommunity.com/tradeoffer/new/?partner=308165003&token=S7ZET_5c,,1,,0,0,13.83,12.66 ref,,Your Eternal Reward,Strange,1,11,Melee
4700793934,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=132085268&token=bDMOUnO0,,1,,1,1,0.05,0.05 ref,Timed Drop,Your Eternal Reward,Unique,1,6,Melee
4745137716,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=97578378&token=aYrRfleN,,1,,1,1,0.05,0.05 ref,Timed Drop,Your Eternal Reward,Unique,1,6,Melee
4740121937,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=97578378&token=aYrRfleN,,1,,1,1,0.05,0.05 ref,Timed Drop,Your Eternal Reward,Unique,1,6,Melee
4821210611,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=160398800&token=pSMN9xPk,,1,,1,1,0.05,0.05 ref,Timed Drop,Your Eternal Reward,Unique,1,6,Melee
4821210591,Spy,1,https://steamcommunity.com/tradeoffer/new/?partner=160398800&token=pSMN9xPk,,1,,1,1,0.05,0.05 ref,Timed Drop,Your Eternal Reward,Unique,1,6,Melee
4522122635,,5,https://steamcommunity.com/tradeoffer/new/?partner=80213390&token=AHO3C6k_,,1,,1,1,19,1 key,Gifted,Yellow Summer 2013 Cooler Key,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=80213390&token=AHO3C6k_,,1,,0,0,19,1 key,,Yellow Summer 2013 Cooler Key,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=34793856&token=3HZePDOI,,1,,0,0,19,15 ref,,Yellow Summer 2013 Cooler Key,Unique,1,6,Tool
4827512681,,5,https://steamcommunity.com/tradeoffer/new/?partner=248684779&token=qP-pMeoY,,1,,1,1,2.11,2.11 ref,Timed Drop,Ye Olde Rustic Colour,Unique,1,6,Tool
4835825601,,5,https://steamcommunity.com/tradeoffer/new/?partner=211103754&token=hN2qbIku,,1,,1,1,2.11,2.66 ref,Timed Drop,Ye Olde Rustic Colour,Unique,1,6,Tool
4410194619,,5,https://steamcommunity.com/tradeoffer/new/?partner=63276661&token=_d7OKQsd,,1,,1,1,2.11,2.77 ref,Gifted,Ye Olde Rustic Colour,Unique,1,6,Tool
4827303903,,5,https://steamcommunity.com/tradeoffer/new/?partner=106604366&token=nf_SLfgJ,,1,,1,1,2.11,2.88 ref,Timed Drop,Ye Olde Rustic Colour,Unique,1,6,Tool
4609741126,,5,https://steamcommunity.com/tradeoffer/new/?partner=142805277&token=XRvC8cs_,,1,,1,1,2.11,3 ref,Timed Drop,Ye Olde Rustic Colour,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=281013048&token=Mo3h7lu2,,1,,0,0,2.11,2.11 ref,,Ye Olde Rustic Colour,Unique,1,6,Tool
,,,https://steamcommunity.com/tradeoffer/new/?partner=179104619&token=WBL5ax-3,,1,,0,0,2.11,2.11 ref,,Ye Olde Rustic Colour,Unique,1,6,Tool
